mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_131525,OC1CCN2N=CC=C12,3.08844,1.61777,1.17249,1.3632,74.44,-0.2413,0.014,0.2553,1031.9446,0.139679,-418.034232,-418.026877,-418.025933,-418.066265,28.119
gdb_13896,CC(C)C1C(O)C1O,2.81023,1.62584,1.26266,2.2642,70.66,-0.2341,0.0457,0.2798,1050.4324,0.174969,-386.120858,-386.111448,-386.110504,-386.154699,34.951
gdb_109802,OCC1C(O)C1C1CC1,2.88127,1.03875,0.91764,2.4756,79.41,-0.2379,0.0573,0.2952,1366.3622,0.182563,-424.18366,-424.174372,-424.173428,-424.218219,35.321
gdb_65584,CC1(OC2CC2O1)C#N,2.99079,1.50474,1.31303,3.4607,68.36,-0.2754,0.0173,0.2927,1007.2749,0.123074,-437.874266,-437.86634,-437.865396,-437.906617,30.145
gdb_25635,CC#Cc1ccoc1N,3.68229,0.95687,0.76381,1.5442,85.78,-0.1802,0.0229,0.2031,1455.5661,0.124088,-400.760463,-400.7514,-400.750456,-400.795725,32.377
gdb_109277,CCC1=CCCC(=O)C1,2.68405,1.13938,0.87432,2.8297,85.62,-0.2334,-0.0102,0.2232,1388.499,0.182736,-387.137602,-387.128442,-387.127498,-387.172171,34.209
gdb_1535,COCC(=O)OC,8.90844,1.27073,1.13592,2.6142,55.18,-0.2634,0.0163,0.2797,1030.2202,0.122535,-382.804255,-382.795769,-382.794825,-382.837895,27.427
gdb_115103,CCC1OC=NCC1C,2.64131,1.29338,1.03288,2.2633,82.38,-0.2435,0.0277,0.2712,1266.4755,0.195029,-404.375729,-404.366406,-404.365462,-404.409718,34.99
gdb_62047,CC(OCC1CN1)C#N,3.98524,0.71837,0.66446,5.3793,77.88,-0.2563,0.0146,0.2709,1699.4271,0.157921,-419.175817,-419.166008,-419.165064,-419.2122,34.285
gdb_44260,O=C1CN2C1CNC2=O,3.00833,1.57383,1.20691,2.9926,65.31,-0.2561,-0.0425,0.2136,993.6307,0.114204,-453.981896,-453.97442,-453.973476,-454.014755,27.311
gdb_20775,Cc1c(non1)C#N,3.56577,1.98736,1.28631,2.9457,58.53,-0.3207,-0.0869,0.2338,851.6871,0.072021,-393.555885,-393.549089,-393.548145,-393.587344,23.486
gdb_61752,CC(NC=O)C(=O)C=O,2.94542,1.00195,0.85065,2.8556,67.8,-0.2596,-0.1131,0.1465,1335.3237,0.121277,-475.065704,-475.056043,-475.055099,-475.101187,32.984
gdb_95580,CC1CCN=COC1C,2.27436,1.56411,1.12442,2.3783,82.69,-0.2381,0.0201,0.2582,1181.3225,0.195032,-404.363459,-404.354258,-404.353314,-404.397267,35.096
gdb_49055,O=CC12OCC1CC2=O,2.09596,1.80763,1.33737,3.9736,66.63,-0.2424,-0.0527,0.1897,992.9508,0.1103,-457.741861,-457.733774,-457.73283,-457.775484,28.741
gdb_114546,CC12CC(CC1CO)O2,2.64851,1.37308,1.09612,2.6501,77.8,-0.2398,0.074,0.3139,1178.9886,0.182706,-424.207495,-424.198778,-424.197834,-424.240613,33.998
gdb_9364,COCCC(=O)CO,7.94919,0.73083,0.68062,2.8024,66.04,-0.247,-0.0116,0.2354,1618.7786,0.14993,-422.06967,-422.059544,-422.0586,-422.106804,33.244
gdb_36160,N#CCC12CC3C(O1)C23,4.29425,1.18466,1.14857,5.112,71.52,-0.2466,0.0238,0.2704,1080.9494,0.124502,-400.693228,-400.685941,-400.684997,-400.725467,28.099
gdb_9587,CC1(CC1C=O)C#C,3.67418,1.27737,1.18804,2.9349,74.14,-0.2469,-0.0296,0.2173,1059.436,0.127504,-346.570795,-346.562274,-346.56133,-346.603652,31.224
gdb_12733,CC1CC2CCC12O,2.68665,2.02955,1.68773,1.2479,74.09,-0.2416,0.0767,0.3183,908.1758,0.17665,-348.982856,-348.974657,-348.973713,-349.015131,31.725
gdb_34967,N#CC1C2OC3CN1C23,3.28415,1.62431,1.55032,4.3855,68.12,-0.2389,-0.0005,0.2384,888.657,0.114431,-416.736646,-416.730149,-416.729204,-416.767618,25.507
gdb_54751,NC(=O)C1C2OC(=O)C12,3.09554,1.32779,1.21052,3.0011,62.09,-0.2564,-0.0267,0.2297,1027.1545,0.100885,-473.845016,-473.837379,-473.836435,-473.877829,28.489
gdb_11729,CCC12CC(=O)C1O2,5.38504,1.3295,1.21541,3.3004,65.7,-0.2427,-0.0262,0.2164,1010.2301,0.128671,-383.722332,-383.71461,-383.713665,-383.754662,28.409
gdb_115320,COC1CCN(C)C1=O,2.52446,1.41214,1.05103,2.7152,77.31,-0.2276,0.0234,0.251,1213.1246,0.171213,-440.32194,-440.312463,-440.311519,-440.356498,33.783
gdb_67500,OC12C3NC3C1C2C#N,2.55431,1.67575,1.2676,4.8603,69.88,-0.2308,0.0257,0.2565,987.6595,0.112181,-416.7166,-416.709095,-416.708151,-416.748316,29.422
gdb_35875,N#CC1OCCC11CO1,2.21012,1.7429,1.19476,3.1115,67.83,-0.2791,0.009,0.2881,1041.2797,0.124567,-437.872872,-437.864975,-437.864031,-437.906168,28.995
gdb_1526,CCOC(=O)CO,8.05116,1.27311,1.12236,3.1154,54.75,-0.2673,0.0196,0.2869,1029.4536,0.122602,-382.817123,-382.808605,-382.807661,-382.850937,28.091
gdb_94633,CC1COC1CCC#N,3.53856,0.78737,0.69749,4.8871,79.85,-0.2593,0.0389,0.2981,1622.732,0.170532,-403.152388,-403.142788,-403.141844,-403.18815,34.0
gdb_58232,CC(C)C(O)C1(O)CC1,2.39374,1.20639,1.01251,0.3352,81.38,-0.252,0.0612,0.3131,1324.1963,0.202771,-425.413214,-425.402367,-425.401422,-425.448788,40.644
gdb_4569,Cc1ccc(nc1)N,5.62859,1.50652,1.19841,1.8469,76.65,-0.2048,-0.0097,0.1951,989.2595,0.132847,-342.859894,-342.85253,-342.851586,-342.891471,28.005
gdb_118189,CCCC([NH3+])CC([O-])=O,4.19431,0.64915,0.58648,6.6221,79.72,-0.2445,0.0327,0.2772,1912.7276,0.193833,-441.533752,-441.523393,-441.522448,-441.569894,37.517
gdb_10097,CCC(CC=O)C#C,2.93435,1.22443,0.91483,2.2153,74.86,-0.2522,-0.0281,0.2242,1253.0467,0.150144,-347.785233,-347.77567,-347.774725,-347.820166,33.48
gdb_8687,CNC(C)(CN)C#N,2.1795,1.74312,1.53108,3.8426,71.7,-0.2429,0.0296,0.2725,1004.1806,0.164948,-361.240184,-361.230512,-361.229568,-361.273978,35.014
gdb_42041,C1CC2COCOCC12,2.86846,1.47914,1.07788,1.9313,77.62,-0.2503,0.0778,0.3281,1150.5258,0.185618,-424.213552,-424.205738,-424.204794,-424.24697,30.648
gdb_84056,OC1C=C(C#C)C2NC12,3.57353,1.21225,1.01117,2.4251,79.91,-0.2324,-0.0336,0.1989,1158.163,0.124736,-400.692552,-400.68478,-400.683836,-400.724753,30.523
gdb_86258,OC1CC(O)C(C=O)=C1,3.16526,1.15374,0.90139,4.2432,73.52,-0.2568,-0.0713,0.1855,1250.0212,0.135167,-458.979504,-458.970844,-458.9699,-459.012979,32.074
gdb_9499,NC1CCC1(O)C#N,3.01539,1.70694,1.50838,2.8935,65.95,-0.2461,0.0145,0.2606,906.5949,0.130652,-379.915896,-379.907779,-379.906835,-379.948058,30.395
gdb_118710,COCC1(C)C2CN1C2,3.36813,1.11358,0.97707,1.2076,83.59,-0.2244,0.0749,0.2993,1315.7847,0.193941,-404.245952,-404.236729,-404.235785,-404.280379,34.631
gdb_122296,OCCOC12CN(C1)C2,4.35792,0.84917,0.81914,1.1555,76.37,-0.2486,0.0737,0.3223,1463.7016,0.171283,-440.191908,-440.183273,-440.182329,-440.226504,32.34
gdb_4039,CC(=NO)C1(C)CO1,3.44782,1.44173,1.29145,1.4383,67.48,-0.2516,0.0029,0.2545,1013.9501,0.138727,-400.942217,-400.933098,-400.932154,-400.97635,32.456
gdb_31835,Cc1cnc(nc1)NC,4.97567,1.02837,0.86171,0.2245,85.68,-0.207,-0.0227,0.1843,1355.0953,0.148974,-398.200748,-398.191633,-398.190689,-398.23579,32.004
gdb_66192,OC1(CCC=C1)C1CO1,3.55423,1.16603,1.10934,2.976,76.86,-0.2492,0.006,0.2551,1173.206,0.158759,-423.008879,-423.000248,-422.999304,-423.042746,32.498
gdb_51659,N=COC1CC2CCC12,4.1612,0.94352,0.87135,3.2752,81.95,-0.2544,0.0267,0.2811,1387.804,0.171638,-403.118367,-403.109845,-403.108901,-403.153426,31.587
gdb_115653,OCC1CCC11CCC1,2.82115,1.10598,0.9415,1.3169,85.73,-0.2599,0.0761,0.336,1356.7993,0.206019,-388.264057,-388.254736,-388.253792,-388.298349,35.574
gdb_52720,CC#CC(C)OCC#C,3.05369,0.6818,0.57869,1.3211,88.66,-0.2461,0.0232,0.2693,1926.3076,0.154094,-385.816287,-385.804986,-385.804042,-385.855789,38.187
gdb_89853,CC1OC2(CC2)CC=C1,2.70052,1.47773,1.11862,1.0094,84.5,-0.2401,0.0238,0.2639,1172.3372,0.182681,-387.090212,-387.08179,-387.080845,-387.122895,33.619
gdb_46679,O=C1OCC2C3CC12O3,2.98964,1.80298,1.379,4.9187,65.03,-0.2599,-0.0115,0.2485,911.8576,0.113672,-457.687063,-457.680635,-457.679691,-457.71781,25.834
gdb_49816,N=C1OC(CC1=O)C=O,2.96313,1.27426,0.99964,3.9716,64.64,-0.2677,-0.0786,0.1891,1134.0491,0.099466,-473.852203,-473.844182,-473.843238,-473.886297,28.298
gdb_115562,OCC1OCC1(O)C#C,2.90057,1.07611,1.04278,2.7677,70.69,-0.251,0.0138,0.2648,1226.0205,0.133132,-458.892275,-458.882831,-458.881887,-458.926825,34.467
gdb_27689,Cc1cc(c([nH]1)C#N)N,2.90097,1.26903,0.88855,4.8946,83.53,-0.1973,-0.0064,0.1908,1258.4281,0.125516,-396.993563,-396.984584,-396.98364,-397.027511,32.675
gdb_132884,[O-]C1=CC(F)=CNC1=[NH2+],3.27218,1.33269,0.94755,6.2923,73.22,-0.1803,-0.0319,0.1484,1116.6862,0.10167,-478.013914,-478.006452,-478.005508,-478.045582,29.327
gdb_129448,c1([nH]c(=O)[nH]n1)C(=O)N,4.46409,1.11246,0.89054,3.9891,62.33,-0.2367,-0.0452,0.1915,1184.6635,0.091149,-486.146246,-486.138286,-486.137342,-486.17907,28.837
gdb_61406,CC(C)(C)CN(C)C=O,2.74223,0.96243,0.86823,3.8259,87.01,-0.2387,0.0285,0.2672,1486.2836,0.214748,-405.585171,-405.573907,-405.572963,-405.621851,41.008
gdb_7242,C(=N)NC(=O)C(=O)N,4.90669,1.31937,1.03978,1.5932,59.16,-0.2442,-0.0548,0.1894,1044.6651,0.096141,-431.982254,-431.97427,-431.973326,-432.015104,27.864
gdb_10632,CCC1(NC1C)C#C,2.52137,1.74959,1.24153,1.0333,78.84,-0.2358,0.0393,0.2751,1064.329,0.163318,-327.878212,-327.868905,-327.867961,-327.911833,34.285
gdb_27230,c1nc(c2n1C=CC2)N,3.44191,1.62068,1.11114,2.9532,79.38,-0.1801,-0.008,0.1721,1037.1358,0.127989,-396.97032,-396.963229,-396.962285,-397.001626,28.019
gdb_78089,CC1C2C(OC12C)C#N,2.81163,1.28384,1.04613,4.407,77.04,-0.2584,0.0036,0.262,1192.6314,0.146158,-401.925836,-401.916938,-401.915994,-401.959308,32.917
gdb_87664,CC1CC11OC(=N)C=C1,3.2737,1.28758,1.06988,4.0641,84.32,-0.2254,-0.0313,0.194,1169.4236,0.147909,-401.962037,-401.953962,-401.953018,-401.994588,31.327
gdb_113931,CCC1OC1CC(C)C,3.49238,0.71935,0.65757,1.5508,90.53,-0.256,0.0842,0.3402,1873.0119,0.226592,-389.488297,-389.477146,-389.476202,-389.525707,40.425
gdb_81417,OC1C2CC1C(C=O)=C2,3.44235,1.19075,1.06221,4.3416,77.84,-0.2457,-0.058,0.1877,1148.9004,0.136391,-421.804511,-421.79688,-421.795936,-421.836678,29.642
gdb_31942,c1cc([nH]c1CO)C=O,6.007,0.82017,0.73548,5.7599,80.53,-0.2205,-0.0405,0.1801,1463.8861,0.124497,-437.92925,-437.920644,-437.9197,-437.963585,30.705
gdb_57010,NC(C#N)C1CN=CO1,2.59866,1.4235,1.19878,3.3972,68.1,-0.2635,0.0075,0.271,1068.1559,0.126136,-434.08179,-434.07346,-434.072516,-434.115449,29.864
gdb_132407,c1(nc(nc(n1)F)F)O,2.02685,1.95772,0.99584,2.197,50.68,-0.3106,-0.0483,0.2624,1005.7183,0.055081,-554.073411,-554.067156,-554.066212,-554.104523,22.996
gdb_77820,CC1C2C(=O)NCC12O,2.35897,1.51286,1.30262,4.5215,72.06,-0.2372,0.0271,0.2644,1061.5004,0.147977,-439.115124,-439.106565,-439.105621,-439.147919,32.733
gdb_111383,OCC1C2CN2C1C#C,2.18416,1.67585,1.13899,1.0155,76.73,-0.2381,0.0173,0.2554,1098.283,0.147167,-401.85495,-401.846413,-401.845468,-401.888006,32.714
gdb_79406,CC1N2C3CC2(C)C13O,2.39955,1.56793,1.47065,1.5156,79.67,-0.2372,0.0716,0.3088,1056.3874,0.169405,-403.067444,-403.058657,-403.057713,-403.100071,34.325
gdb_97206,CN=C1OCCC1(C)O,2.28056,1.50438,1.13358,2.1299,77.76,-0.253,0.0247,0.2777,1176.1627,0.170049,-440.309552,-440.3,-440.299056,-440.343929,35.194
gdb_50778,C1CC(C1)C#CCC=O,6.55635,0.52551,0.51112,2.8863,87.76,-0.2432,-0.0263,0.217,2135.6878,0.157604,-385.862962,-385.853304,-385.852359,-385.900472,33.495
gdb_125121,Cc1c(n[nH]c1O)C=O,3.23893,1.23821,0.90078,5.9317,71.04,-0.231,-0.0457,0.1853,1206.1367,0.112035,-453.974761,-453.965922,-453.964978,-454.009055,30.892
gdb_76664,CC1C(O)C1CC(N)=O,2.9643,1.03964,0.8924,5.1135,75.68,-0.2272,0.0422,0.2694,1355.8848,0.170127,-440.306528,-440.296534,-440.295589,-440.34177,36.749
gdb_52804,CC#CC1(O)CC1C#N,1.92735,1.29055,0.86332,3.1785,79.63,-0.2487,0.0135,0.2622,1351.1506,0.121621,-400.722608,-400.712846,-400.711902,-400.758999,34.113
gdb_20249,C1C2C3C2C2C1OC32,3.60686,3.04185,2.42772,1.8568,65.44,-0.234,0.0752,0.3092,646.4239,0.134063,-346.558466,-346.553449,-346.552504,-346.58719,22.075
gdb_108127,OCC12CC3CC1CN23,3.20106,1.55709,1.37648,2.5637,77.53,-0.2379,0.0826,0.3205,1008.4998,0.174023,-403.094232,-403.087071,-403.086127,-403.125652,29.775
gdb_23624,c1c(=O)ncoc1F,4.26558,1.87499,1.30247,3.8483,50.92,-0.2656,-0.0543,0.2113,803.3503,0.060739,-458.603589,-458.597729,-458.596784,-458.63397,21.268
gdb_79556,OC1C2C1C1(CN21)C#N,4.07047,1.14936,1.01267,5.1146,70.42,-0.2506,-0.0099,0.2408,1137.8662,0.112139,-416.712875,-416.705291,-416.704347,-416.744775,29.338
gdb_27113,c1nc(c(o1)CC=O)N,3.18532,1.32594,0.98771,2.0002,70.19,-0.2025,-0.0354,0.1671,1130.0028,0.112724,-453.981906,-453.973606,-453.972661,-454.01546,29.828
gdb_52592,CC#CC(C#N)N1CC1,1.90039,1.28242,0.85353,5.0958,81.45,-0.2577,0.0044,0.2621,1379.4029,0.134025,-380.816346,-380.806549,-380.805605,-380.854416,33.465
gdb_54809,NC(=O)N1C2CC2C1=N,2.64578,1.65905,1.11353,1.4146,71.8,-0.2486,0.0009,0.2495,1058.262,0.125382,-434.072721,-434.064766,-434.063822,-434.105537,30.241
gdb_23541,ON=C1C2NC2C1C=O,1.94154,1.78654,1.02486,3.8367,70.52,-0.2372,-0.0281,0.2091,1114.5095,0.111075,-453.84821,-453.839993,-453.839049,-453.881609,29.969
gdb_13845,NC(=O)C1CCC=C1,4.33054,1.4582,1.26994,3.3345,70.13,-0.2329,0.0148,0.2477,988.1781,0.143225,-363.912468,-363.904394,-363.90345,-363.945796,29.141
gdb_92860,OC1CC=C2CCCC12,2.81149,1.51566,1.14591,1.5967,83.99,-0.2327,0.0177,0.2504,1130.0936,0.185301,-387.115499,-387.107634,-387.10669,-387.147702,31.843
gdb_11303,CC1CCC(O1)C=O,3.39487,1.64295,1.30792,3.0627,68.37,-0.2388,-0.0201,0.2187,986.6481,0.153253,-384.961313,-384.953182,-384.952238,-384.994446,29.305
gdb_93235,CC1CNC(=O)C(C)C1,2.69872,1.2622,0.90773,3.751,82.9,-0.2343,0.0308,0.2651,1334.2638,0.195668,-404.412859,-404.403529,-404.402585,-404.446848,35.491
gdb_25509,c1ccnc(c1)NC=O,4.40611,1.13986,0.90558,4.864,79.23,-0.2354,-0.0283,0.2071,1209.7072,0.115172,-416.890363,-416.882931,-416.881986,-416.923614,27.3
gdb_97338,CN=COC(=O)C1CN1,6.5998,0.68123,0.64835,1.3857,77.08,-0.2668,-0.0305,0.2363,1729.7658,0.134789,-455.146145,-455.13689,-455.135946,-455.181232,31.964
gdb_81156,OC1C2CC1(CO2)C#N,2.58253,1.65844,1.24144,1.9298,69.11,-0.2631,0.0106,0.2737,1000.5359,0.125452,-437.867747,-437.86027,-437.859326,-437.899552,29.134
gdb_56358,C(CN=C(C#N)N)C=O,5.26422,0.64385,0.608,2.768,76.28,-0.2575,-0.0499,0.2076,1733.1427,0.122175,-434.080586,-434.070715,-434.069771,-434.117019,33.656
gdb_108619,CC1=C(CO)C2CC1O2,2.76081,1.36853,1.07643,0.7897,77.25,-0.2204,0.0075,0.2278,1167.2703,0.159108,-422.976946,-422.968454,-422.96751,-423.010203,32.24
gdb_103682,CCC1(CN(C1)C=O)C,3.60013,0.87129,0.83103,4.4619,85.13,-0.2377,0.0295,0.2672,1501.053,0.193051,-404.369783,-404.359663,-404.358718,-404.405859,36.457
gdb_22676,OCC1CC(CO1)=NO,3.6053,0.9385,0.88981,1.9374,71.05,-0.254,-0.005,0.249,1340.5255,0.147066,-476.17901,-476.170134,-476.16919,-476.213111,32.82
gdb_73280,OC12CCC1CCCC2,2.26168,1.6323,1.31088,1.2079,84.44,-0.2494,0.0769,0.3263,1114.9458,0.208334,-388.305662,-388.297411,-388.296467,-388.337787,34.194
gdb_74320,NC1=NC(C=O)C2OC12,3.4661,1.25838,1.0221,4.869,67.68,-0.2378,-0.0227,0.2151,1122.0137,0.1126,-453.938429,-453.93058,-453.929636,-453.971414,29.115
gdb_32682,CNC1CN2C=CN=C12,3.48692,1.30694,1.13776,2.6957,78.32,-0.216,0.0371,0.253,1120.0828,0.150475,-398.11537,-398.107394,-398.10645,-398.14836,29.676
gdb_74962,CC1=CC2COC1(C)C2,2.35434,1.85665,1.42918,1.2214,83.21,-0.2288,0.0204,0.2491,1033.046,0.183365,-387.106506,-387.098315,-387.097371,-387.138533,33.115
gdb_122329,COCCC1=CCCC1,4.70691,0.65,0.61656,1.0068,89.98,-0.2273,0.031,0.2583,1908.3847,0.205796,-388.299563,-388.289578,-388.288634,-388.335776,35.721
gdb_117584,OCCC(C#N)C1CN1,2.87222,0.90546,0.75596,1.8737,75.56,-0.259,0.0194,0.2783,1512.1733,0.159018,-419.184268,-419.174494,-419.17355,-419.219812,34.5
gdb_15391,COCC1NC1C#C,4.00381,1.10822,0.93045,1.3345,72.02,-0.249,0.034,0.2831,1247.8336,0.140226,-363.782335,-363.77351,-363.772566,-363.816321,31.253
gdb_128703,COc1cc(on1)C#N,7.31274,0.88786,0.79572,4.3642,70.02,-0.2752,-0.0686,0.2065,1334.8126,0.089333,-452.739343,-452.731557,-452.730613,-452.772079,27.432
gdb_107464,CCC12CC1CC2(C)C,2.38157,1.32183,1.14359,0.349,92.34,-0.2413,0.0862,0.3275,1279.1457,0.228162,-352.342278,-352.332365,-352.331421,-352.376389,39.104
gdb_54119,CC1(C2C[NH2+]C12)C([O-])=O,3.25664,1.30567,1.09611,13.871,75.63,-0.1777,-0.0174,0.1603,1123.164,0.147395,-439.017693,-439.009064,-439.00812,-439.051521,32.036
gdb_53482,CC#CCC(C#C)C#C,3.06578,0.81661,0.66854,0.8168,88.95,-0.2473,0.0281,0.2754,1665.6193,0.131223,-347.457743,-347.447025,-347.446081,-347.495732,37.077
gdb_83181,CN1C2COC(=O)CC12,2.64958,1.4971,1.37401,3.2364,71.8,-0.235,0.0097,0.2447,1024.1939,0.148269,-439.089387,-439.081109,-439.080165,-439.122668,30.497
gdb_118960,CCCC1(C)OCC1C,2.32763,1.02102,0.9389,1.6174,88.94,-0.2382,0.0817,0.3199,1491.4433,0.227044,-389.491683,-389.480844,-389.479899,-389.527662,40.024
gdb_105390,CCC1(CC1C)OC=O,1.91551,1.26441,0.9323,4.1477,80.0,-0.2689,0.0063,0.2753,1371.1147,0.17973,-424.244424,-424.234225,-424.233281,-424.279651,36.931
gdb_110769,OCC1C2OC(=O)C12O,2.60503,1.28975,1.08532,2.9462,61.51,-0.26,-0.0153,0.2448,1123.4029,0.11084,-494.874208,-494.865772,-494.864828,-494.907672,30.844
gdb_71483,OC12CN3C1C3(C2)C=O,3.89242,1.25362,1.09817,2.6785,70.51,-0.2502,-0.0302,0.22,1083.8449,0.123549,-437.824215,-437.816666,-437.815722,-437.856147,29.293
gdb_15960,N#CC1CCC11CN1,3.04736,1.94243,1.36551,2.7647,69.28,-0.259,0.0168,0.2758,907.6037,0.131771,-342.761607,-342.754316,-342.753372,-342.793339,27.296
gdb_81541,CC1C2CC1C21CCO1,4.00797,1.22968,1.08084,1.6359,83.12,-0.233,0.0965,0.3295,1194.702,0.183211,-387.025058,-387.01695,-387.016006,-387.057675,32.002
gdb_95624,CC1C(O)COCC1=O,2.0938,1.78696,1.16975,2.7935,71.13,-0.2406,-0.0282,0.2124,1093.2765,0.159036,-460.183401,-460.174664,-460.17372,-460.216772,33.063
gdb_4610,c1cc(=O)occ1N,5.65405,1.57235,1.23269,5.4795,65.07,-0.2102,-0.0553,0.1549,904.2327,0.096926,-398.649863,-398.643168,-398.642223,-398.680613,25.444
gdb_75995,CN1C(C#N)C(N)C1=O,2.13646,1.61714,1.04874,2.6664,71.28,-0.244,0.0019,0.246,1131.5089,0.124231,-434.088851,-434.079523,-434.078579,-434.123435,32.303
gdb_58873,CC(O)C12CN1CC2C,2.52681,1.28365,1.16976,1.6724,81.32,-0.2357,0.0814,0.317,1219.7699,0.193649,-404.309289,-404.29986,-404.298916,-404.343276,36.37
gdb_57085,NC(C#N)C1OCC=C1,3.48569,1.12905,1.04544,6.1509,74.07,-0.2503,-0.0105,0.2398,1178.5397,0.136627,-418.008901,-418.000319,-417.999374,-418.042633,31.244
gdb_58174,CC(O)C(O)C(=O)C#C,2.24327,1.34244,0.91866,2.8969,72.64,-0.2575,-0.0718,0.1857,1258.6874,0.131459,-458.935178,-458.925011,-458.924067,-458.970628,36.497
gdb_114206,CCC1OC2(CC2)C1C,2.70122,1.16934,0.95001,1.5935,86.28,-0.2213,0.084,0.3053,1370.554,0.20421,-388.269703,-388.259859,-388.258915,-388.304797,37.136
gdb_78377,CC1C2C1N1CC(O)C21,2.8371,1.46264,1.23608,1.4889,78.57,-0.2114,0.0563,0.2677,1100.8897,0.171401,-403.068741,-403.060631,-403.059686,-403.100932,32.289
gdb_47797,N=C1OCOCC2OC12,2.57212,1.8028,1.20161,3.4175,67.13,-0.2706,-0.0103,0.2603,1004.5575,0.125822,-474.997663,-474.990311,-474.989367,-475.0299,27.724
gdb_2810,C#CC1NC1C#C,4.01831,2.32502,1.60727,1.7135,62.72,-0.248,0.018,0.266,741.8895,0.088237,-286.134079,-286.12716,-286.126216,-286.16481,25.509
gdb_2520,OCC(C=O)C#C,3.33923,2.13332,1.38,2.5991,56.74,-0.2526,-0.0323,0.2204,828.3881,0.098546,-344.416821,-344.408825,-344.407881,-344.449447,27.275
gdb_113990,OCC1CC1OCC#C,3.04764,0.94873,0.85439,2.6691,76.95,-0.2541,0.0231,0.2772,1407.7802,0.156946,-422.952547,-422.942822,-422.941878,-422.988204,35.422
gdb_82509,CC1C2C3CC3(C)CN12,2.68908,1.55855,1.34967,1.6679,84.91,-0.2176,0.0851,0.3027,1083.8738,0.195525,-367.189502,-367.18115,-367.180206,-367.22174,33.771
gdb_102360,CCC(OC)(C=O)C#N,1.69512,1.41318,1.32475,4.0021,73.12,-0.2698,-0.0538,0.2161,1171.8775,0.143382,-439.092025,-439.081497,-439.080552,-439.12788,36.057
gdb_16207,C1CC(=O)C2(C1)CC2,3.00977,2.20784,1.47492,2.8413,72.16,-0.2351,-0.0119,0.2231,888.7878,0.155098,-347.83516,-347.827929,-347.826984,-347.86661,28.144
gdb_36838,C(C1CC1)C12CN(C1)C2,4.20482,0.93997,0.90285,2.0012,86.0,-0.2221,0.0823,0.3044,1395.9835,0.195824,-367.119188,-367.110958,-367.110014,-367.152751,32.351
gdb_103349,COC1(C)C2OC1C2C,2.9366,1.4287,1.10029,1.525,79.51,-0.2344,0.0708,0.3053,1174.8878,0.179855,-424.133638,-424.124062,-424.123118,-424.168319,35.731
gdb_28576,Cc1cnc(o1)N2CC2,4.81821,1.07848,0.92716,1.6609,77.74,-0.2079,0.0189,0.2268,1270.1256,0.136825,-418.018129,-418.010048,-418.009104,-418.051394,29.565
gdb_75089,CC1=CNC(=O)C2NC12,3.26712,1.41322,1.06769,3.3792,76.82,-0.21,-0.0063,0.2037,1116.3348,0.138182,-418.033808,-418.026031,-418.025087,-418.065983,30.096
gdb_88329,CC1OC1C(=N)NC=O,3.13507,1.02945,0.95433,3.7364,71.54,-0.2569,-0.0301,0.2268,1283.6074,0.135345,-455.159603,-455.150635,-455.149691,-455.193856,32.117
gdb_48410,C1CC1CC2(CC2)C=O,3.10645,0.96444,0.87282,2.7143,83.22,-0.2481,-0.0215,0.2266,1421.2055,0.181359,-387.077654,-387.068337,-387.067393,-387.112483,34.678
gdb_110387,CCC1C2C3C(C)N2C13,5.44081,0.92418,0.91218,1.6544,87.17,-0.2253,0.0796,0.3049,1415.5113,0.193984,-367.122332,-367.113662,-367.112718,-367.155587,33.634
gdb_49383,O=CC1C2C3CC(C3)N12,3.48759,1.49898,1.3441,2.654,76.67,-0.2357,-0.0319,0.2038,991.521,0.149229,-401.88525,-401.878199,-401.877255,-401.917081,27.96
gdb_99502,COC(=N)C(CO)C#C,2.52303,1.09999,0.8118,0.7603,75.35,-0.2639,0.0219,0.2858,1404.3283,0.145122,-439.048965,-439.038726,-439.037782,-439.084767,36.17
gdb_8568,O=C1CN2CC(C2)N1,4.17386,2.0238,1.71732,3.706,64.01,-0.215,0.0243,0.2393,780.8963,0.133633,-379.920472,-379.914141,-379.913197,-379.950918,25.244
gdb_4071,CC(CC1CO1)=NO,4.59144,1.06393,0.99145,1.9976,68.25,-0.2421,0.0128,0.255,1204.5242,0.13956,-400.936401,-400.927445,-400.926501,-400.971353,31.217
gdb_23731,FC1=COC(=N)N=C1,5.78569,1.59929,1.25295,2.9085,57.73,-0.2368,-0.082,0.1548,847.2356,0.07244,-438.692145,-438.686006,-438.685062,-438.722977,22.584
gdb_88323,CC1NC1C(=N)NC=O,3.08339,1.01859,0.9513,4.8743,75.55,-0.248,-0.021,0.227,1308.1581,0.148337,-435.278942,-435.269928,-435.268984,-435.313189,32.706
gdb_116336,COC1OCCN2CC12,2.51803,1.61773,1.25504,1.0977,74.94,-0.2304,0.0878,0.3182,1080.6287,0.172181,-440.244457,-440.236112,-440.235168,-440.277393,31.725
gdb_230,CC(C)(C)OC,4.35981,2.71989,2.7163,1.0896,60.03,-0.2455,0.079,0.3245,644.1742,0.163225,-272.835594,-272.827416,-272.826471,-272.867062,29.597
